0.1,1,0.1,1,-5,0.5,0,1,1
0.1,1,0.1,1,-4.79592,0.5,0,1,1
0.1,1,0.1,1,-4.59184,0.5,0,1,1
0.1,1,0.1,1,-4.38776,0.5,0,1,1
0.1,1,0.1,1,-4.18367,0.5,0,1,1
0.1,1,0.1,1,-3.97959,0.5,0,1,1
0.1,1,0.1,1,-3.77551,0.5,0,1,1
0.1,1,0.1,1,-3.57143,0.5,0,1,1
0.1,1,0.1,1,-3.36735,0.5,0,1,1
0.1,1,0.1,1,-3.16327,0.5,0,1,1
0.1,1,0.1,1,-2.95918,0.5,0,1,1
0.1,1,0.1,1,-2.7551,0.5,0,1,1
0.1,1,0.1,1,-2.55102,0.5,0,1,1
0.1,1,0.1,1,-2.34694,0.5,0,1,1
0.1,1,0.1,1,-2.14286,0.5,0,1,1
0.1,1,0.1,1,-1.93878,0.5,0,1,1
0.1,1,0.1,1,-1.73469,0.5,0,1,1
0.1,1,0.1,1,-1.53061,0.5,0,1,1
0.1,1,0.1,1,-1.32653,0.5,0,1,1
0.1,1,0.1,1,-1.12245,0.5,0,1,1
0.1,1,0.1,1,-0.918367,0.5,0,1,1
0.1,1,0.1,1,-0.714286,0.5,0,1,1
0.1,1,0.1,1,-0.510204,0.5,0.135673,0.890475,0.850101
0.1,1,0.1,1,-0.306122,0.5,0.475809,0.657555,0.556039
0.1,1,0.1,1,-0.102041,0.5,0.815945,0.476144,0.353861
0.1,1,0.1,1,0.102041,0.5,0.971668,0.407759,0.284816
0.1,1,0.1,1,0.306122,0.5,0.971668,0.407759,0.284816
0.1,1,0.1,1,0.510204,0.5,0.971668,0.204438,0.284816
0.1,1,0.1,1,0.714286,0.5,0.971668,0.204438,0.284816
0.1,1,0.1,1,0.918367,0.5,0.971668,0.204438,0.284816
0.1,1,0.1,1,1.12245,0.5,0,0.1,0.1
0.1,1,0.1,1,1.32653,0.5,0,0.1,0.1
0.1,1,0.1,1,1.53061,0.5,0,0.1,0.1
0.1,1,0.1,1,1.73469,0.5,0,0.1,0.1
0.1,1,0.1,1,1.93878,0.5,0,0.1,0.1
0.1,1,0.1,1,2.14286,0.5,0,0.1,0.1
0.1,1,0.1,1,2.34694,0.5,0,0.1,0.1
0.1,1,0.1,1,2.55102,0.5,0,0.1,0.1
0.1,1,0.1,1,2.7551,0.5,0,0.1,0.1
0.1,1,0.1,1,2.95918,0.5,0,0.1,0.1
0.1,1,0.1,1,3.16327,0.5,0,0.1,0.1
0.1,1,0.1,1,3.36735,0.5,0,0.1,0.1
0.1,1,0.1,1,3.57143,0.5,0,0.1,0.1
0.1,1,0.1,1,3.77551,0.5,0,0.1,0.1
0.1,1,0.1,1,3.97959,0.5,0,0.1,0.1
0.1,1,0.1,1,4.18367,0.5,0,0.1,0.1
0.1,1,0.1,1,4.38776,0.5,0,0.1,0.1
0.1,1,0.1,1,4.59184,0.5,0,0.1,0.1
0.1,1,0.1,1,4.79592,0.5,0,0.1,0.1
0.1,1,0.1,1,5,0.5,0,0.1,0.1
0.1,2,0.1,1,-5,0.5,0,1,2
0.1,2,0.1,1,-4.79592,0.5,0,1,2
0.1,2,0.1,1,-4.59184,0.5,0,1,2
0.1,2,0.1,1,-4.38776,0.5,0,1,2
0.1,2,0.1,1,-4.18367,0.5,0,1,2
0.1,2,0.1,1,-3.97959,0.5,0,1,2
0.1,2,0.1,1,-3.77551,0.5,0,1,2
0.1,2,0.1,1,-3.57143,0.5,0,1,2
0.1,2,0.1,1,-3.36735,0.5,0,1,2
0.1,2,0.1,1,-3.16327,0.5,0,1,2
0.1,2,0.1,1,-2.95918,0.5,0,1,2
0.1,2,0.1,1,-2.7551,0.5,0,1,2
0.1,2,0.1,1,-2.55102,0.5,0,1,2
0.1,2,0.1,1,-2.34694,0.5,0,1,2
0.1,2,0.1,1,-2.14286,0.5,0,1,2
0.1,2,0.1,1,-1.93878,0.5,0,1,2
0.1,2,0.1,1,-1.73469,0.5,0,1,2
0.1,2,0.1,1,-1.53061,0.5,0,1,2
0.1,2,0.1,1,-1.32653,0.5,0,1,2
0.1,2,0.1,1,-1.12245,0.5,0,1,2
0.1,2,0.1,1,-0.918367,0.5,0,1,2
0.1,2,0.1,1,-0.714286,0.5,0.203957,0.883912,1.68268
0.1,2,0.1,1,-0.510204,0.5,0.544093,0.714471,1.24913
0.1,2,0.1,1,-0.306122,0.5,0.884229,0.572073,0.915085
0.1,2,0.1,1,-0.102041,0.5,1.22437,0.453342,0.660733
0.1,2,0.1,1,0.102041,0.5,1.54908,0.359242,0.477058
0.1,2,0.1,1,0.306122,0.5,1.54908,0.359242,0.477058
0.1,2,0.1,1,0.510204,0.5,1.54908,0.359242,0.477058
0.1,2,0.1,1,0.714286,0.5,1.54908,0.359242,0.477058
0.1,2,0.1,1,0.918367,0.5,1.54908,0.275041,0.477058
0.1,2,0.1,1,1.12245,0.5,1.54908,0.275041,0.477058
0.1,2,0.1,1,1.32653,0.5,0,0.1,0.1
0.1,2,0.1,1,1.53061,0.5,0,0.1,0.1
0.1,2,0.1,1,1.73469,0.5,0,0.1,0.1
0.1,2,0.1,1,1.93878,0.5,0,0.1,0.1
0.1,2,0.1,1,2.14286,0.5,0,0.1,0.1
0.1,2,0.1,1,2.34694,0.5,0,0.1,0.1
0.1,2,0.1,1,2.55102,0.5,0,0.1,0.1
0.1,2,0.1,1,2.7551,0.5,0,0.1,0.1
0.1,2,0.1,1,2.95918,0.5,0,0.1,0.1
0.1,2,0.1,1,3.16327,0.5,0,0.1,0.1
0.1,2,0.1,1,3.36735,0.5,0,0.1,0.1
0.1,2,0.1,1,3.57143,0.5,0,0.1,0.1
