-9.178050607442855835e-02,3.998960494995117188e+00,3.471793174743652344e+00
-9.179553389549255371e-02,3.998900890350341797e+00,3.472098827362060547e+00
-9.181055426597595215e-02,3.998841762542724609e+00,3.472404718399047852e+00
-9.182558953762054443e-02,3.998782157897949219e+00,3.472710371017456055e+00
-9.184064716100692749e-02,3.998723030090332031e+00,3.473016262054443359e+00
-9.185566753149032593e-02,3.998663425445556641e+00,3.473321914672851562e+00
-9.187069535255432129e-02,3.998603820800781250e+00,3.473627567291259766e+00
-9.188570827245712280e-02,3.998544692993164062e+00,3.473933219909667969e+00
-9.190075099468231201e-02,3.998485088348388672e+00,3.474239110946655273e+00
-9.191579371690750122e-02,3.998425483703613281e+00,3.474544763565063477e+00
-9.193085134029388428e-02,3.998365879058837891e+00,3.474850654602050781e+00
-9.194585680961608887e-02,3.998306751251220703e+00,3.475156545639038086e+00
-9.198052436113357544e-02,3.998321056365966797e+00,3.475166320800781250e+00
-9.233669936656951904e-02,3.999547958374023438e+00,3.470330238342285156e+00
-9.269274026155471802e-02,4.000774383544921875e+00,3.465495109558105469e+00
-9.304886311292648315e-02,4.002001285552978516e+00,3.460659027099609375e+00
-7.850675284862518311e-02,3.942177772521972656e+00,3.322442531585693359e+00
-5.554348975419998169e-02,3.852608203887939453e+00,3.113391637802124023e+00
-3.287280350923538208e-02,3.760944366455078125e+00,2.902952671051025391e+00
8.807820081710815430e-02,3.358816623687744141e+00,2.504900693893432617e+00
3.532890975475311279e-01,2.921710968017578125e+00,2.085559368133544922e+00
6.184972524642944336e-01,2.484610080718994141e+00,1.666222214698791504e+00
7.886271476745605469e-01,2.075204133987426758e+00,1.408036470413208008e+00
8.626608848571777344e-01,1.693791866302490234e+00,1.312728166580200195e+00
9.330443143844604492e-01,1.328024983406066895e+00,1.220916628837585449e+00
9.654494524002075195e-01,1.329858660697937012e+00,1.243424415588378906e+00
1.000747561454772949e+00,1.328320145606994629e+00,1.267287373542785645e+00
1.017088294029235840e+00,1.299652576446533203e+00,1.273161649703979492e+00
1.038369536399841309e+00,1.193965077400207520e+00,1.242113471031188965e+00
1.069617271423339844e+00,9.329075217247009277e-01,1.136582732200622559e+00
1.091738939285278320e+00,7.199454903602600098e-01,1.049781799316406250e+00
1.078382849693298340e+00,6.939605474472045898e-01,1.035794496536254883e+00
1.065026044845581055e+00,6.679754853248596191e-01,1.021806597709655762e+00
1.051669716835021973e+00,6.419904828071594238e-01,1.007819175720214844e+00
1.038312554359436035e+00,6.160042285919189453e-01,9.938309788703918457e-01
1.024956107139587402e+00,5.900191664695739746e-01,9.798434972763061523e-01
1.011599302291870117e+00,5.640341639518737793e-01,9.658556580543518066e-01
9.891008138656616211e-01,5.373711585998535156e-01,9.454789161682128906e-01
9.606207609176635742e-01,5.102646350860595703e-01,9.209218025207519531e-01
9.321405887603759766e-01,4.831580519676208496e-01,8.963645696640014648e-01
9.036591053009033203e-01,4.560500979423522949e-01,8.718062043190002441e-01
8.751790523529052734e-01,4.289436340332031250e-01,8.472490906715393066e-01
8.466989994049072266e-01,4.018371105194091797e-01,8.226919174194335938e-01
8.182189464569091797e-01,3.747305274009704590e-01,7.981348633766174316e-01
7.897388339042663574e-01,3.476240634918212891e-01,7.735776901245117188e-01
7.612587213516235352e-01,3.205175399780273438e-01,7.490205168724060059e-01
7.327772378921508789e-01,2.934095859527587891e-01,7.244621515274047852e-01
7.042971849441528320e-01,2.663030624389648438e-01,6.999049782752990723e-01
6.758169531822204590e-01,2.391964197158813477e-01,6.753478050231933594e-01
5.523376464843750000e-01,2.068598270416259766e-01,5.847690105438232422e-01
